,song_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year,semi_final,semi_draw_position,final_draw_position,country,language,style,direct_qualifier_10,gender,main_singers,age,selection,key_change_10,backing_dancers,backing_singers,backing_instruments,instrument_10,qualified_10,final_televote_points,final_jury_points,final_televote_votes,final_jury_votes,final_place,final_total_points,semi_place,semi_televote_points,semi_jury_points,semi_total_points,favourite_10,race,host_10
265,Goodbye (Shelter),King Shelter,0.607,0.775,5,-5.564,1,0.0279,0.0219,0.0117,0.16,0.425,125.468,2016,2,6,15,Serbia,English,Pop,0,Female,1,unknown,unknown,unknown,1,4,0,0,1,80.0,35.0,8.0,7.0,18.0,115.0,10.0,50.0,55.0,105.0,0,unknown,0
266,Sunlight,Hozier,0.464,0.559,7,-4.209,0,0.0287,0.368,0.000176,0.106,0.368,115.349,2016,2,7,-,Ireland,English,Pop,-,Male,1,unknown,unknown,unknown,0,0,3,0,0,,,,,,,15.0,31.0,15.0,46.0,0,unknown,0
267,Dona,Mac Miller,0.716,0.936,1,-4.968,0,0.123,0.0318,0.0,0.367,0.799,81.508,2016,2,8,-,North Macedonia,Macedonian,Ballad,-,Female,1,unknown,unknown,unknown,0,4,1,0,0,,,,,,,11.0,54.0,34.0,88.0,0,unknown,0
268,I've Been Waiting for This Night,Donny Montell,0.48,0.775,9,-6.302,1,0.0353,0.00453,0.0,0.309,0.609,134.069,2016,2,9,16,Lithuania,English,Ballad,0,Male,1,unknown,unknown,unknown,0,0,0,0,1,96.0,104.0,17.0,22.0,9.0,200.0,4.0,118.0,104.0,222.0,0,unknown,0
269,Sound of Silence,Disturbed,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,2016,2,10,13,Australia,English,Pop,0,Female,1,unknown,unknown,unknown,0,0,0,0,1,191.0,320.0,37.0,38.0,2.0,511.0,1.0,142.0,188.0,330.0,0,unknown,0
270,Blue and Red,Adrianne Lenker,0.622,0.303,4,-10.552,1,0.0286,0.961,0.00534,0.104,0.247,110.334,2016,2,11,-,Slovenia,English,Pop,-,Female,1,unknown,unknown,unknown,1,0,0,0,0,,,,,,,14.0,8.0,49.0,57.0,0,unknown,0
271,If Love Was a Crime,Poli Genova,0.613,0.834,0,-5.164,1,0.0327,0.0211,0.0,0.225,0.524,110.069,2016,2,12,8,Bulgaria,"English,ï¿½Bulgarian",Dance,0,Female,1,unknown,unknown,unknown,0,0,0,0,1,180.0,127.0,34.0,23.0,4.0,307.0,5.0,122.0,98.0,220.0,0,unknown,0
272,Soldiers of Love,#LikeMe Cast,0.423,0.675,0,-8.449,0,0.0854,0.269,0.0,0.121,0.51,71.736,2016,2,13,-,Denmark,English,Pop,-,Male,3,unknown,unknown,unknown,0,0,0,0,0,,,,,,,17.0,24.0,10.0,34.0,0,unknown,0
273,1944,Jamala,0.809,0.506,3,-5.235,1,0.0565,0.596,0.00728,0.24,0.47,120.012,2016,2,14,21,Ukraine,"English,ï¿½Crimean Tatar",Pop,0,Female,1,unknown,unknown,unknown,0,0,0,0,1,323.0,211.0,40.0,24.0,1.0,534.0,2.0,152.0,135.0,287.0,0,unknown,0
274,Icebreaker,RetroSpecter,0.284,0.933,5,-6.852,0,0.166,0.00122,0.675,0.317,0.309,175.259,2016,2,15,-,Norway,English,Dance,-,Female,1,unknown,unknown,unknown,1,0,0,0,0,,,,,,,13.0,34.0,29.0,63.0,0,unknown,0
275,Midnight Gold,The Midnight,0.469,0.43,7,-13.577,1,0.0574,0.461,0.265,0.108,0.36,79.949,2016,2,16,23,Georgia,English,Rock,0,Male,1,unknown,unknown,unknown,0,0,3,1,1,24.0,80.0,6.0,12.0,20.0,104.0,9.0,39.0,84.0,123.0,0,unknown,0
276,Fairytale,Alexander Rybak,0.573,0.784,2,-5.359,0,0.0293,0.61,3.89e-05,0.278,0.655,107.991,2016,2,17,-,Albania,English,Pop,-,Female,1,unknown,unknown,unknown,0,3,0,0,0,,,,,,,16.0,35.0,10.0,45.0,0,unknown,0
277,What's the Pressure,Laura Tesoro,0.749,0.811,11,-2.626,1,0.099,0.0228,0.0,0.0696,0.762,117.01,2016,2,18,1,Belgium,English,Pop,0,Female,1,unknown,unknown,unknown,0,4,0,0,1,51.0,130.0,9.0,20.0,10.0,181.0,3.0,135.0,139.0,274.0,0,unknown,0
278,No Degree of Separation,Francesca Michielin,0.286,0.777,0,-3.661,1,0.0424,0.0197,0.0,0.165,0.339,149.965,2016,-,-,6,Italy,"Italian, English",Pop,1,Female,1,unknown,unknown,unknown,0,0,0,0,-,34.0,90.0,8.0,14.0,16.0,124.0,,,,,0,unknown,0
279,If I Were Sorry,Frans,0.735,0.612,5,-6.774,1,0.0517,0.289,4.12e-05,0.103,0.395,105.056,2016,-,-,9,Sweden,English,Pop,1,Male,1,unknown,unknown,unknown,0,0,0,0,-,139.0,122.0,29.0,17.0,5.0,261.0,,,,,0,unknown,1
280,Ghost,Justin Bieber,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,2016,-,-,10,Germany,English,Pop,1,Female,1,unknown,unknown,unknown,0,0,0,0,-,10.0,1.0,2.0,1.0,26.0,11.0,,,,,0,unknown,0
281,J'ai cherche,Amir,0.566,0.875,1,-4.818,1,0.0444,0.0263,0.0,0.17,0.489,120.061,2016,-,-,11,France,"French, English",Pop,1,Male,1,unknown,unknown,unknown,0,0,0,0,-,109.0,148.0,26.0,26.0,6.0,257.0,,,,,0,unknown,0
282,Say Yay!,Lyrical Lemonade,0.709,0.525,4,-8.807,0,0.109,0.0137,0.0,0.12,0.403,150.095,2016,-,-,19,Spain,English,Pop,1,Female,1,unknown,unknown,unknown,0,4,0,0,-,10.0,67.0,5.0,15.0,22.0,77.0,,,,,0,unknown,0
283,You're Not Alone,Saosin,0.458,0.845,2,-4.384,0,0.0422,0.000948,1.99e-06,0.359,0.175,119.994,2016,-,-,25,United Kingdom,English,Pop,1,Male,2,unknown,unknown,unknown,0,0,2,1,-,8.0,54.0,3.0,10.0,24.0,62.0,,,,,0,unknown,0
284,I Want Your Love,CHIC,0.699,0.604,9,-13.404,0,0.0359,0.0185,0.073,0.0868,0.96,114.226,2015,1,1,-,Moldova,English,Pop,-,Male,1,unknown,unknown,unknown,3,2,0,0,0,,,,,,,11.0,,,41.0,0,unknown,0
285,Face the Shadow,"Bear McCreary, Sparks & Shadows",0.331,0.317,0,-13.318,1,0.0312,0.697,0.929,0.113,0.0458,89.917,2015,1,2,6,Armenia,English,Pop,0,Mix,6,unknown,unknown,unknown,0,0,0,0,1,15.0,77.0,11.0,4.0,16.0,92.0,7.0,,,77.0,0,unknown,0
286,Rhythm Inside,Calum Scott,0.592,0.622,2,-5.583,0,0.0362,0.0158,3.85e-06,0.218,0.155,120.508,2015,1,3,13,Belgium,English,Pop,0,Male,1,unknown,unknown,unknown,0,5,0,0,1,186.0,190.0,37.0,31.0,4.0,376.0,2.0,,,149.0,0,unknown,0
287,Walk Along,Y La Bamba,0.643,0.734,5,-8.849,0,0.144,0.743,0.888,0.297,0.682,111.774,2015,1,4,-,Netherlands,English,Pop,-,Female,1,unknown,unknown,unknown,0,4,0,0,0,,,,,,,14.0,,,33.0,0,unknown,0
288,Aina mun pitaa,Pertti Kurikan Nimipäivät,0.394,0.847,0,-6.208,1,0.0505,0.00116,0.0,0.364,0.801,97.019,2015,1,5,-,Finland,Finnish,Rock,-,Male,1,unknown,unknown,unknown,0,0,3,0,0,,,,,,,16.0,,,13.0,0,unknown,0
289,One Last Breath,Creed,0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602,2015,1,6,15,Greece,English,Ballad,0,Female,1,unknown,unknown,unknown,0,0,1,0,1,29.0,24.0,4.0,5.0,19.0,53.0,6.0,,,81.0,0,unknown,0
290,Goodbye to Yesterday,Tom Bailey,0.517,0.418,3,-11.598,1,0.0439,0.809,0.182,0.0824,0.0852,81.952,2015,1,7,4,Estonia,English,Pop,0,Mix,2,unknown,unknown,unknown,0,0,0,1,1,53.0,144.0,32.0,16.0,7.0,197.0,3.0,,,105.0,0,unknown,0
291,Autumn Leaves,Nat King Cole,0.211,0.348,2,-10.12,0,0.0326,0.939,0.00052,0.384,0.0981,86.868,2015,1,8,-,North Macedonia,English,Pop,-,Male,1,unknown,unknown,unknown,0,3,0,0,0,,,,,,,15.0,,,28.0,0,unknown,0
292,Beauty Never Lies,Altman Okamura,0.426,0.922,7,-9.602,1,0.0342,0.00252,0.961,0.35,0.638,169.965,2015,1,9,8,Serbia,English,Pop,0,Female,1,unknown,unknown,unknown,0,4,0,0,1,12.0,86.0,16.0,4.0,10.0,98.0,9.0,,,63.0,0,unknown,0
293,Wars for Nothing,Boggie,0.33,0.181,2,-10.579,1,0.0354,0.839,0.0,0.18,0.238,174.051,2015,1,10,22,Hungary,English,Pop,0,Female,1,unknown,unknown,unknown,0,4,0,0,1,29.0,17.0,4.0,8.0,20.0,46.0,8.0,,,67.0,0,unknown,0
294,Time,MGMT,0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,2015,1,11,-,Belarus,English,Pop,-,Male,1,unknown,unknown,unknown,0,0,1,0,0,,,,,,,12.0,,,39.0,0,unknown,0
295,A Million Voices,Unlike Pluto,0.526,0.676,1,-6.583,1,0.046,0.24,0.0,0.117,0.138,155.025,2015,1,12,25,Russia,English,Pop,0,Female,1,unknown,unknown,unknown,0,2,3,0,1,234.0,286.0,38.0,32.0,2.0,520.0,1.0,,,182.0,0,unknown,0
296,The Way You Are,Bruno Mars,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,2015,1,13,-,Denmark,English,Pop,-,Male,1,unknown,unknown,unknown,0,2,3,1,0,,,,,,,13.0,,,33.0,0,unknown,0
297,I'm Alive,Céline Dion,0.691,0.64,8,-5.087,1,0.0384,0.0247,5.24e-06,0.2,0.452,101.991,2015,1,14,26,Albania,English,Pop,0,Female,1,unknown,unknown,unknown,0,3,0,0,1,4.0,93.0,12.0,2.0,17.0,97.0,10.0,,,62.0,0,unknown,0
298,De la capat,Voltaj,0.625,0.585,4,-5.841,1,0.025,0.449,0.0,0.131,0.251,97.999,2015,1,15,20,Romania,"Romanian, English",Pop,0,Male,1,unknown,unknown,unknown,0,0,4,0,1,21.0,69.0,12.0,4.0,15.0,90.0,5.0,,,89.0,0,unknown,0
299,Warrior,Imagine Dragons,0.365,0.851,4,-6.238,0,0.065,0.0964,0.003,0.238,0.309,78.068,2015,1,16,23,Georgia,English,Pop,0,Female,1,unknown,unknown,unknown,0,0,0,0,1,62.0,51.0,12.0,13.0,11.0,113.0,4.0,,,98.0,0,unknown,0
300,This Time,Jeff Bernat,0.685,0.43,4,-9.586,1,0.0324,0.723,3.04e-06,0.135,0.482,107.042,2015,2,1,7,Lithuania,English,Pop,0,Mix,2,unknown,unknown,unknown,0,4,0,0,1,31.0,44.0,6.0,9.0,18.0,75.0,7.0,,,67.0,0,unknown,0
301,Playing with Numbers,"Greg French, Molly Sterling",0.557,0.488,0,-6.426,1,0.0274,0.274,3.58e-05,0.304,0.242,78.54,2015,2,2,-,Ireland,English,Ballad,-,Female,1,unknown,unknown,unknown,0,2,3,1,0,,,,,,,12.0,,,35.0,0,unknown,0
302,Chain of Lights,Monoxide,0.649,0.619,5,-7.419,0,0.0833,0.402,0.0,0.11,0.409,91.971,2015,2,3,-,San Marino,English,Pop,-,Mix,2,unknown,unknown,unknown,0,4,0,0,0,,,,,,,16.0,,,11.0,0,unknown,0
303,Adio,Christian Nodal,0.433,0.431,2,-6.422,1,0.0367,0.169,0.0,0.307,0.722,177.732,2015,2,4,16,Montenegro,Montenegrin,Traditional,0,Male,1,unknown,unknown,unknown,0,5,0,0,1,44.0,34.0,5.0,9.0,13.0,78.0,9.0,,,57.0,0,unknown,0
304,Warrior,Imagine Dragons,0.365,0.851,4,-6.238,0,0.065,0.0964,0.003,0.238,0.309,78.068,2015,2,5,-,Malta,English,Ballad,-,Female,1,unknown,unknown,unknown,0,0,0,0,0,,,,,,,11.0,,,43.0,0,unknown,0
305,A Monster Like Me,Mørland,0.305,0.308,1,-8.081,0,0.0296,0.456,0.0,0.0975,0.167,146.675,2015,2,6,9,Norway,English,Ballad,0,Mix,2,unknown,unknown,unknown,0,0,0,0,1,163.0,37.0,10.0,24.0,8.0,200.0,4.0,,,123.0,0,unknown,0
306,Ha um mar que nos separa,Rodrigo Amarante,0.637,0.863,8,-6.711,1,0.0338,0.327,0.618,0.0756,0.974,154.034,2015,2,7,-,Portugal,Portuguese,Ballad,-,Female,1,unknown,unknown,unknown,0,4,0,0,0,,,,,,,14.0,,,19.0,0,unknown,0
307,Hope Never Dies,Solarsoul,0.491,0.399,0,-14.593,1,0.0361,0.592,0.459,0.118,0.0786,89.983,2015,2,8,-,Czech Republic,English,Ballad,-,Mix,2,unknown,unknown,unknown,0,0,0,0,0,,,,,,,13.0,,,33.0,0,unknown,0
308,Golden Boy,Nadav Guedj,0.706,0.834,1,-5.381,0,0.0645,0.192,0.0,0.0672,0.655,115.049,2015,2,9,3,Israel,English,Pop,-,Male,1,unknown,unknown,unknown,3,2,0,0,1,77.0,102.0,31.0,17.0,9.0,179.0,3.0,,,151.0,0,unknown,0
309,Love Injected,Aminata,0.448,0.292,7,-10.178,0,0.0496,0.122,0.016,0.119,0.157,144.419,2015,2,10,19,Latvia,English,Pop,0,Female,1,unknown,unknown,unknown,0,3,0,0,1,249.0,88.0,22.0,35.0,6.0,337.0,2.0,,,155.0,0,unknown,0
310,Hour of the Wolf,Surf Curse,0.69,0.516,2,-8.83,1,0.0276,0.59,0.0988,0.104,0.336,107.015,2015,2,11,24,Azerbaijan,English,Ballad,0,Male,1,unknown,unknown,unknown,2,0,0,0,1,40.0,48.0,8.0,8.0,12.0,88.0,10.0,,,53.0,0,unknown,0
311,Unbroken,Erick Baker,0.695,0.245,4,-12.061,1,0.0494,0.742,1.03e-06,0.102,0.279,139.8,2015,2,12,-,Iceland,English,Pop,-,Female,1,unknown,unknown,unknown,0,5,0,0,0,,,,,,,15.0,,,14.0,0,unknown,0
312,Heroes,David Bowie,0.489,0.758,7,-6.491,1,0.0297,0.000678,0.49,0.092,0.435,112.113,2015,2,13,10,Sweden,English,Pop,0,Male,1,unknown,unknown,unknown,0,0,0,0,1,353.0,272.0,38.0,37.0,1.0,625.0,1.0,,,217.0,1,unknown,0
313,Time to Shine,StoryBots,0.934,0.721,1,-7.735,1,0.163,0.148,0.0,0.0827,0.954,103.015,2015,2,14,-,Switzerland,English,Pop,-,Female,1,unknown,unknown,unknown,0,0,4,0,0,,,,,,,17.0,,,4.0,0,unknown,0
314,One Thing I Should Have Done,John Karayiannis,0.334,0.382,3,-8.067,1,0.0351,0.546,0.0,0.37,0.457,180.362,2015,2,15,11,Cyprus,English,Ballad,0,Male,1,unknown,unknown,unknown,0,0,0,0,1,63.0,8.0,1.0,15.0,22.0,71.0,6.0,,,87.0,0,unknown,0
315,Here for You,Verala Lux,0.14,0.0304,10,-28.444,0,0.0406,0.955,0.824,0.112,0.0508,141.416,2015,2,16,1,Slovenia,English,Pop,0,Female,1,unknown,unknown,unknown,1,0,1,0,1,36.0,27.0,6.0,10.0,14.0,63.0,5.0,,,92.0,0,unknown,0
316,In the Name of Love,"Martin Garrix, Bebe Rexha",0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,2015,2,17,18,Poland,English,Ballad,0,Female,1,unknown,unknown,unknown,0,3,1,0,1,2.0,47.0,10.0,1.0,23.0,49.0,8.0,,,57.0,0,unknown,0
317,N'oubliez pas,Lisa Angell,0.54,0.513,9,-5.835,0,0.029,0.755,0.0,0.102,0.212,126.16,2015,-,-,2,France,French,Ballad,1,Female,1,unknown,unknown,unknown,0,0,4,0,-,24.0,3.0,1.0,8.0,25.0,27.0,,,,,0,unknown,0
318,Still in Love with You,Sade,0.689,0.49,9,-8.888,0,0.0343,0.554,0.000928,0.122,0.288,77.014,2015,-,-,5,United Kingdom,English,Pop,1,Mix,2,unknown,unknown,unknown,0,4,0,0,-,12.0,4.0,2.0,6.0,24.0,16.0,,,,,0,unknown,0
319,I Am Yours,Andy Grammer,0.305,0.204,10,-9.747,1,0.0379,0.865,0.0,0.0957,0.237,73.072,2015,-,-,14,Austria,English,Ballad,1,Male,1,unknown,unknown,unknown,0,0,2,1,-,40.0,0.0,0.0,12.0,26.0,40.0,,,,,0,unknown,1
320,Black Smoke,Greta Van Fleet,0.558,0.902,7,-4.018,1,0.0464,0.197,0.000148,0.0852,0.572,100.027,2015,-,-,17,Germany,English,Pop,1,Female,1,unknown,unknown,unknown,0,4,0,0,-,24.0,5.0,2.0,7.0,27.0,29.0,,,,,0,unknown,0
321,Amanecer,"Anuel AA, Haze",0.79,0.631,8,-5.549,0,0.0425,0.437,0.0,0.158,0.889,94.039,2015,-,-,21,Spain,Spanish,Ballad,1,Female,1,unknown,unknown,unknown,1,0,0,0,-,6.0,26.0,8.0,3.0,21.0,32.0,,,,,0,unknown,0
322,Grande amore,Il Volo,0.456,0.604,1,-6.361,1,0.0294,0.0595,0.000128,0.153,0.154,142.241,2015,-,-,27,Italy,Italian,Ballad,1,Male,3,unknown,unknown,unknown,0,0,0,0,-,171.0,356.0,38.0,27.0,3.0,527.0,,,,,0,unknown,0
323,Not Alone,Linkin Park,0.682,0.766,6,-5.546,1,0.0313,0.149,3.38e-06,0.144,0.545,120.04,2014,1,1,7,Armenia,English,Ballad,0,Male,1,unknown,unknown,unknown,0,0,0,0,1,113.0,187.0,26.0,19.0,4.0,300.0,4.0,,,121.0,1,unknown,0
324,Cake to Bake,Aarzemnieki,0.589,0.694,6,-6.532,1,0.072,0.635,0.0,0.132,0.806,197.126,2014,1,2,-,Latvia,English,Pop,-,Male,2,unknown,unknown,unknown,0,0,2,1,0,,,,,,,13.0,,,33.0,0,unknown,0
325,Amazing,Carrie Underwood,0.38,0.227,9,-10.299,1,0.0329,0.889,0.0,0.165,0.328,81.443,2014,1,3,-,Estonia,English,Dance,-,Female,1,unknown,unknown,unknown,1,0,0,0,0,,,,,,,12.0,,,36.0,0,unknown,0
326,Undo,Sanna Nielsen,0.58,0.493,6,-3.53,1,0.0383,0.399,0.0,0.0829,0.256,121.904,2014,1,4,13,Sweden,English,Ballad,0,Female,1,unknown,unknown,unknown,0,0,0,0,1,199.0,173.0,32.0,25.0,3.0,372.0,2.0,,,131.0,0,unknown,0
327,No Prejudice,Pollapönk,0.707,0.931,7,-5.374,1,0.0897,0.11,0.0,0.262,0.762,108.107,2014,1,5,4,Iceland,English,Rock,0,Male,3,unknown,unknown,unknown,0,2,1,1,1,59.0,38.0,9.0,9.0,15.0,97.0,8.0,,,61.0,0,unknown,0
328,One Night's Anger,"Kiev Virtuosi Symphony Orchestra, Dmitry Yablonsky",0.532,0.511,11,-17.481,1,0.128,0.859,0.908,0.201,0.141,88.388,2014,1,6,-,Albania,English,Ballad,-,Female,1,unknown,unknown,unknown,0,2,2,0,0,,,,,,,15.0,,,22.0,0,unknown,0
329,Shine,Rihanna,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,2014,1,7,15,Russia,English,Pop,0,Female,2,unknown,unknown,unknown,0,0,0,0,1,62.0,132.0,18.0,11.0,7.0,194.0,6.0,,,63.0,0,unknown,0
330,Start a Fire,Unspoken,0.513,0.875,1,-5.377,1,0.0495,0.00197,0.0,0.165,0.604,82.002,2014,1,8,3,Azerbaijan,English,Ballad,0,Female,1,unknown,unknown,unknown,1,0,0,0,1,101.0,14.0,3.0,22.0,22.0,115.0,9.0,,,57.0,0,unknown,0
331,Tick-Tock,Hans Zimmer,0.261,0.231,9,-15.826,0,0.0388,0.271,0.9,0.239,0.0396,119.89,2014,1,9,1,Ukraine,English,Pop,0,Female,1,unknown,unknown,unknown,1,0,0,0,1,72.0,112.0,19.0,14.0,6.0,184.0,5.0,,,118.0,0,unknown,0
332,Mother,Meghan Trainor,0.75,0.659,9,-6.131,1,0.0928,0.124,0.0,0.46,0.765,120.043,2014,1,10,-,Belgium,English,Ballad,-,Male,1,unknown,unknown,unknown,1,0,0,0,0,,,,,,,14.0,,,28.0,0,unknown,0
333,Wild Soul,"Langhorne Slim, The Law",0.778,0.282,9,-10.735,1,0.0489,0.424,0.00923,0.211,0.407,105.571,2014,1,11,-,Moldova,English,Ballad,-,Female,1,unknown,unknown,unknown,4,0,0,0,0,,,,,,,16.0,,,13.0,0,unknown,0
334,Maybe,Gabriela Bee,0.25,0.277,9,-9.696,1,0.0333,0.597,0.0,0.0786,0.317,75.38,2014,1,12,25,San Marino,English,Ballad,0,Female,2,unknown,unknown,unknown,0,0,1,0,1,16.0,15.0,7.0,3.0,24.0,31.0,10.0,,,40.0,0,unknown,0
335,Quero ser tua,Suzy,0.741,0.92,0,-4.081,1,0.046,0.144,0.00123,0.0917,0.922,130.007,2014,1,13,-,Portugal,Portuguese,Pop,-,Female,1,unknown,unknown,unknown,2,2,1,0,0,,,,,,,11.0,,,39.0,0,unknown,0
336,Calm After the Storm,Chris Remo,0.283,0.036,1,-27.994,1,0.0523,0.464,0.927,0.314,0.0337,126.415,2014,1,14,24,Netherlands,English,Traditional,0,Mix,2,unknown,unknown,unknown,0,0,3,1,1,,,,,2.0,0.0,1.0,,,150.0,0,unknown,0
337,Moj svijet,Sergej Ćetković,0.216,0.566,0,-6.335,0,0.0338,0.208,0.0,0.115,0.228,49.879,2014,1,15,8,Montenegro,Montenegrin,Ballad,0,Male,1,unknown,unknown,unknown,1,3,0,0,1,48.0,27.0,3.0,9.0,19.0,75.0,7.0,,,63.0,0,unknown,0
338,Running,Kate Bush,0.629,0.545,10,-13.123,0,0.0546,0.719,0.00308,0.0604,0.194,108.376,2014,1,16,21,Hungary,English,Pop,0,Male,1,unknown,unknown,unknown,2,0,0,0,1,138.0,83.0,21.0,21.0,5.0,221.0,3.0,,,127.0,0,unknown,0
339,Coming Home,Diddy - Dirty Money,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,2014,2,1,22,Malta,English,Traditional,0,Mix,2,unknown,unknown,unknown,0,0,4,1,1,119.0,12.0,4.0,22.0,23.0,131.0,9.0,,,63.0,0,unknown,0
340,Same Heart,Keith Urban,0.522,0.731,0,-7.323,1,0.0479,0.00315,1.37e-05,0.419,0.186,93.872,2014,2,2,-,Israel,"English,ï¿½Hebrew",Pop,-,Female,1,unknown,unknown,unknown,2,0,0,0,0,,,,,,,14.0,,,19.0,0,unknown,0
341,Silent Storm,Ken Navarro,0.606,0.632,10,-10.666,0,0.0307,0.585,0.892,0.235,0.848,94.989,2014,2,3,5,Norway,English,Ballad,0,Male,1,unknown,unknown,unknown,0,0,1,0,1,102.0,39.0,13.0,18.0,8.0,141.0,6.0,,,77.0,0,unknown,0
342,Three Minutes to Earth,Down To Earth,0.464,0.912,2,-6.059,1,0.053,2.22e-05,0.792,0.101,0.355,68.973,2014,2,4,-,Georgia,English,Traditional,-,Mix,2,unknown,unknown,unknown,1,0,1,1,0,,,,,,,15.0,,,15.0,0,unknown,0
343,My Slowianie ï¿½ We Are Slavic,Emapea,0.702,0.374,11,-6.503,0,0.176,0.126,0.914,0.0796,0.434,165.837,2014,2,5,9,Poland,"Polish, English",Traditional,0,Female,1,unknown,unknown,unknown,5,0,0,0,1,23.0,162.0,23.0,6.0,14.0,185.0,8.0,,,70.0,0,unknown,0
344,Rise Like a Phoenix,Conchita Wurst,0.425,0.503,2,-6.324,0,0.0256,0.142,0.0,0.105,0.23,81.653,2014,2,6,11,Austria,English,Ballad,0,Male,1,unknown,unknown,unknown,0,0,0,0,1,214.0,306.0,34.0,26.0,1.0,520.0,1.0,,,169.0,0,unknown,0
345,Attention,Charlie Puth,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,2014,2,7,-,Lithuania,English,Pop,-,Female,1,unknown,unknown,unknown,1,3,0,0,0,,,,,,,11.0,,,36.0,0,unknown,0
346,Something Better,"Blanca, Tauren Wells",0.592,0.343,6,-8.143,1,0.0311,0.594,0.0,0.0826,0.513,92.309,2014,2,8,18,Finland,English,Rock,0,Male,1,unknown,unknown,unknown,0,0,4,1,1,114.0,36.0,7.0,19.0,11.0,150.0,3.0,,,97.0,0,unknown,0
347,Heartbeat,Childish Gambino,0.8,0.545,1,-7.002,0,0.127,0.00369,0.000461,0.0445,0.294,119.954,2014,2,9,-,Ireland,English,Pop,-,Female,1,unknown,unknown,unknown,2,2,1,0,0,,,,,,,12.0,,,35.0,0,unknown,0
348,Cheesecake,Billy Marchiafava,0.847,0.581,1,-7.187,1,0.065,0.0172,0.000293,0.091,0.423,160.108,2014,2,10,2,Belarus,English,Pop,0,Male,1,unknown,unknown,unknown,0,4,0,0,1,50.0,56.0,10.0,9.0,16.0,106.0,5.0,,,87.0,0,unknown,0
349,To the Sky,David Hirschfelder,0.497,0.624,11,-9.065,1,0.0825,0.261,2.31e-06,0.119,0.925,175.007,2014,2,11,-,North Macedonia,English,Pop,-,Female,1,unknown,unknown,unknown,1,3,0,0,0,,,,,,,13.0,,,33.0,0,unknown,0
350,Hunter of Stars,Sebalter,0.569,0.889,4,-4.432,0,0.0693,0.141,2.62e-05,0.0972,0.92,176.854,2014,2,12,20,Switzerland,English,Pop,0,Male,1,unknown,unknown,unknown,0,0,5,1,1,26.0,114.0,29.0,5.0,13.0,140.0,4.0,,,92.0,0,unknown,0
351,Rise Up,Andra Day,0.398,0.316,1,-7.031,1,0.0368,0.805,0.0,0.295,0.174,118.582,2014,2,13,10,Greece,English,Dance,0,Male,2,unknown,unknown,unknown,0,0,1,0,1,45.0,41.0,11.0,11.0,20.0,86.0,7.0,,,74.0,0,unknown,0
352,Round and Round,Ratt,0.628,0.934,11,-6.026,1,0.0527,0.00682,1.11e-05,0.0853,0.491,126.539,2014,2,14,17,Slovenia,"English,ï¿½Slovene",Pop,0,Female,1,unknown,unknown,unknown,0,3,0,1,1,21.0,15.0,2.0,7.0,25.0,36.0,10.0,,,52.0,0,unknown,0
353,Miracle,"Calvin Harris, Ellie Goulding",0.636,0.869,9,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,143.011,2014,2,15,6,Romania,English,Dance,0,Mix,2,unknown,unknown,unknown,0,0,0,0,1,51.0,103.0,16.0,9.0,12.0,154.0,2.0,,,125.0,0,unknown,0
354,Is It Right,Damian Kalicki,0.783,0.0328,2,-19.285,0,0.0942,0.94,0.917,0.117,0.116,120.005,2014,-,-,12,Germany,English,Traditional,1,Female,1,unknown,unknown,unknown,0,0,2,0,-,56.0,27.0,6.0,12.0,18.0,83.0,,,,,0,unknown,0
355,Moustache,Sparks,0.544,0.959,0,-3.612,1,0.0414,0.0687,2.43e-06,0.481,0.635,96.677,2014,-,-,14,France,French,Dance,1,Male,1,unknown,unknown,unknown,2,1,2,0,-,5.0,1.0,1.0,2.0,26.0,6.0,,,,,0,unknown,0
356,La mia citta,Emma,0.648,0.926,9,-4.177,0,0.0394,0.0884,0.0,0.0702,0.92,135.91,2014,-,-,16,Italy,Italian,Rock,1,Female,1,unknown,unknown,unknown,0,0,4,0,-,37.0,22.0,4.0,5.0,21.0,59.0,,,,,0,unknown,0
357,Dancing in the Rain,Yung Gravy,0.75,0.626,0,-7.321,1,0.204,0.0569,0.0,0.741,0.743,156.09,2014,-,-,19,Spain,"English,ï¿½Spanish",Ballad,1,Female,1,unknown,unknown,unknown,0,0,0,0,-,83.0,29.0,7.0,21.0,10.0,112.0,,,,,0,unknown,0
