song_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year,country,language,style,gender,main_singers,backing_dancers,backing_singers,backing_instruments,semi_place,eng_lan,inc_eng_lan,Male,Female,Pop,Rock,Ballad,Traditional,Dance,is_final
Don't Close Your Eyes,Keith Whitley,0.605,0.228,7,-16.116,1,0.0267,0.703,0.00198,0.0936,0.285,78.31,2012,Slovakia,English,Rock,Male,1,0,0,4,18.0,1,0,1,0,0,1,0,0,0,0
Stay,Various Artists,0.382,0.836,9,-5.661,0,0.403,0.0725,0.0,0.23,0.444,201.776,2012,Norway,English,Dance,Male,1,4,1,0,10.0,1,0,1,0,0,0,0,0,1,1
Korake ti znam,Maya Sar,0.379,0.347,9,-7.503,1,0.0321,0.715,0.0,0.244,0.436,122.308,2012,Bosnia and Herzegovina,Bosnian,Ballad,Female,1,0,0,0,6.0,0,0,0,1,0,0,1,0,0,1
Love Is Blind,Eve,0.688,0.815,0,-4.761,1,0.321,0.263,0.0,0.151,0.587,176.087,2012,Lithuania,English,Ballad,Male,1,0,0,0,3.0,1,0,1,0,0,0,1,0,0,1
Jestem,Dwa Sławy,0.519,0.474,11,-9.684,1,0.147,0.699,0.0,0.124,0.12,125.114,2011,Poland,Polish,Pop,Female,1,2,3,0,19.0,0,0,0,1,1,0,0,0,0,0
Haba Haba,Shadia,0.428,0.472,2,-10.042,0,0.0674,0.684,0.0,0.404,0.383,118.883,2011,Norway,"English,ï¿½Swahili",Pop,Female,1,0,5,0,17.0,0,1,0,1,1,0,0,0,0,0
Feel the Passion,Yuzo Koshiro,0.371,0.981,7,-8.455,0,0.0542,5.44e-06,0.981,0.319,0.66,141.986,2011,Albania,English,Rock,Female,1,0,3,2,14.0,1,0,0,1,0,1,0,0,0,0
Boom Boom,Black Eyed Peas,0.866,0.857,9,-5.894,1,0.0664,0.13,0.0017,0.13,0.408,130.049,2011,Armenia,English,Pop,Female,1,0,5,0,12.0,1,0,0,1,1,0,0,0,0,0
Live It Up,Various Artists,0.584,0.851,1,-3.392,1,0.0419,0.0185,0.0,0.0976,0.875,122.015,2011,Turkey,English,Rock,Male,1,1,0,4,13.0,1,0,1,0,0,1,0,0,0,0
Caroban,Pavel,0.504,0.47,7,-9.68,1,0.0254,0.384,0.0649,0.178,0.261,134.146,2011,Serbia,Serbian,Pop,Female,1,0,3,0,8.0,0,0,0,1,1,0,0,0,0,1
Get You,Daniel Caesar,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,2011,Russia,"English, Russian",Pop,Male,1,3,0,0,9.0,0,1,1,0,1,0,0,0,0,1
In Love for a While,Anna Rossinelli,0.761,0.398,9,-6.472,1,0.0375,0.251,0.0,0.0976,0.652,127.919,2011,Switzerland,English,Pop,Female,1,0,0,2,10.0,1,0,0,1,1,0,0,0,0,1
One More Day,"Lena Raine, Minecraft",0.244,0.045,0,-24.717,1,0.0373,0.975,0.783,0.112,0.0385,69.523,2011,Georgia,English,Rock,Female,1,0,0,5,6.0,1,0,0,1,0,1,0,0,0,1
Da Da Dam,Paradise Oskar,0.491,0.509,2,-8.374,1,0.0295,0.173,5e-06,0.301,0.183,72.964,2011,Finland,English,Pop,Male,1,0,0,0,3.0,1,0,1,0,1,0,0,0,0,1
One Life,Ed Sheeran,0.573,0.593,6,-7.225,1,0.0299,0.114,2.65e-06,0.122,0.425,159.978,2011,Malta,English,Pop,Male,1,2,3,0,11.0,1,0,1,0,1,0,0,0,0,0
Stand By,Ben E. King,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,2011,San Marino,English,Ballad,Female,1,0,3,2,16.0,1,0,0,1,0,0,1,0,0,0
Celebrate,Kool & The Gang,0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632,2011,Croatia,English,Dance,Female,1,0,4,1,15.0,1,0,0,1,0,0,0,0,1,0
Coming Home,Diddy - Dirty Money,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,2011,Iceland,English,Pop,Male,6,0,0,0,4.0,1,0,1,0,1,0,0,0,0,1
What About My Dreams?,Casanovas,0.6,0.882,0,-2.781,1,0.0448,0.103,0.0,0.0891,0.53,126.986,2011,Hungary,"English,ï¿½Hungarian",Dance,Female,1,3,2,0,7.0,0,1,0,1,0,0,0,0,1,1
A luta e alegria,Edson Amaral,0.837,0.784,0,-3.438,1,0.186,0.273,0.0,0.266,0.942,146.071,2011,Portugal,Portuguese,Pop,Mix,6,0,0,0,18.0,0,0,0,0,1,0,0,0,0,0
C'est ma vie,Salvatore Adamo,0.406,0.724,9,-9.307,1,0.0532,0.0776,0.0,0.303,0.576,93.564,2011,Lithuania,English,Ballad,Female,1,0,0,0,5.0,1,0,0,1,0,0,1,0,0,1
Running Scared,Roy Orbison,0.572,0.392,9,-10.555,1,0.0325,0.778,0.000435,0.15,0.381,128.255,2011,Azerbaijan,English,Ballad,Mix,2,0,4,0,2.0,1,0,0,0,0,0,1,0,0,1
Watch My Dance,Soulja Boy,0.692,0.388,9,-8.173,1,0.524,0.177,0.0,0.125,0.438,169.558,2011,Greece,"English,ï¿½Greek",Pop,Male,2,3,1,0,1.0,0,1,1,0,1,0,0,0,0,1
Love in Rewind,Dino Merlin,0.526,0.722,6,-6.165,0,0.0317,0.506,0.0,0.0573,0.348,84.103,2011,Bosnia and Herzegovina,English,Pop,Male,1,0,0,5,5.0,1,0,1,0,1,0,0,0,0,1
The Secret Is Love,"Bahamas, The Secret Sisters",0.654,0.354,9,-7.026,1,0.0317,0.673,0.0177,0.126,0.598,133.108,2011,Austria,English,Ballad,Female,1,0,5,0,7.0,1,0,0,1,0,0,1,0,0,1
Never Alone,BarlowGirl,0.241,0.477,7,-5.804,1,0.0346,0.0119,5.38e-05,0.121,0.214,195.667,2011,Netherlands,English,Ballad,Male,1,0,3,2,19.0,1,0,1,0,0,0,1,0,0,0
With Love Baby,Drake,0.767,0.438,7,-8.726,0,0.29,0.181,0.0,0.142,0.381,86.975,2011,Belgium,English,Pop,Mix,6,0,0,0,11.0,1,0,0,0,1,0,0,0,0,0
I'm Still Alive,Saving Abel,0.424,0.835,5,-5.211,1,0.0441,0.00175,0.0,0.104,0.384,151.917,2011,Slovakia,English,Ballad,Female,2,0,2,2,13.0,1,0,0,1,0,0,1,0,0,0
Angel,Amaarae,0.799,0.682,5,-5.973,0,0.128,0.242,0.272,0.143,0.538,140.052,2011,Ukraine,English,Ballad,Female,1,1,1,0,6.0,1,0,0,1,0,0,1,0,0,1
So Lucky,"Riesling, Zach Alwin",0.644,0.672,10,-7.115,1,0.0338,0.7,0.0,0.631,0.304,115.06,2011,Moldova,English,Rock,Male,1,1,0,4,10.0,1,0,1,0,0,1,0,0,0,1
Popular,"The Weeknd, Madonna",0.855,0.678,1,-6.276,1,0.189,0.0569,3.69e-05,0.412,0.852,99.029,2011,Sweden,English,Dance,Male,1,3,2,0,1.0,1,0,1,0,0,0,0,0,1,1
San aggelos s'agapisa,Stelios Rokkos,0.464,0.389,8,-9.895,0,0.0374,0.526,0.0,0.111,0.205,131.843,2011,Cyprus,Greek,Pop,Male,4,0,1,1,18.0,0,0,1,0,1,0,0,0,0,0
Na inat,Intocable,0.609,0.665,8,-6.577,1,0.0333,0.495,0.0,0.0907,0.904,152.116,2011,Bulgaria,Bulgarian,Rock,Female,1,0,0,5,12.0,0,0,0,1,0,1,0,0,0,0
Rusinka,BAANDIT!,0.388,0.0553,9,-21.41,1,0.0462,0.965,0.882,0.113,0.317,131.1,2011,North Macedonia,"Macedonian, English",Pop,Male,1,5,0,0,16.0,0,1,1,0,1,0,0,0,0,0
Ding Dong,Lizz Robinett,0.624,0.588,8,-5.525,0,0.0311,0.357,0.0,0.216,0.615,119.984,2011,Israel,"Hebrew, English",Pop,Female,1,0,5,0,15.0,0,1,0,1,1,0,0,0,0,0
No One,Alicia Keys,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,2011,Slovenia,English,Ballad,Female,1,0,4,0,3.0,1,0,0,1,0,0,1,0,0,1
Change,Deftones,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,2011,Romania,English,Pop,Male,1,0,0,4,4.0,1,0,1,0,1,0,0,0,0,1
Rockefeller Street,Getter Jaani,0.659,0.936,2,-3.519,1,0.0606,0.283,0.0207,0.192,0.884,161.983,2011,Estonia,English,Pop,Female,1,3,2,0,9.0,1,0,0,1,1,0,0,0,0,1
I Love Belarus,Babz On The Track,0.585,0.321,4,-7.763,1,0.0529,0.000557,0.876,0.105,0.838,88.145,2011,Belarus,English,Pop,Female,1,0,4,1,14.0,1,0,0,1,1,0,0,0,0,0
Angel in Disguise,Brandy,0.625,0.643,1,-6.773,0,0.0307,0.0301,0.00233,0.347,0.593,140.135,2011,Latvia,English,Pop,Male,2,0,4,0,17.0,1,0,1,0,1,0,0,0,0,0
New Tomorrow,TOMORROW X TOGETHER,0.762,0.791,2,-5.267,1,0.102,0.015,2.49e-06,0.312,0.393,120.015,2011,Denmark,English,Rock,Male,1,0,2,3,2.0,1,0,1,0,0,1,0,0,0,1
Lipstick,Charlie Puth,0.783,0.451,5,-9.195,1,0.0607,0.36,2.11e-06,0.0975,0.622,92.483,2011,Ireland,English,Pop,Male,2,0,4,0,8.0,1,0,1,0,1,0,0,0,0,1
Lost and Forgotten,Tatami Construct,0.202,0.141,9,-22.423,0,0.0495,0.779,0.86,0.0989,0.0704,60.416,2010,Russia,English,Ballad,Male,1,0,0,5,7.0,1,0,1,0,0,0,1,0,0,1
Siren,Kailee Morgue,0.603,0.512,10,-6.687,0,0.0402,0.454,0.00014,0.154,0.271,145.91,2010,Estonia,English,Pop,Male,1,0,4,1,14.0,1,0,1,0,1,0,0,0,0,0
Horehronie,Ukulele Portal Collaboration Album,0.641,0.242,9,-12.168,0,0.357,0.921,1.96e-05,0.132,0.654,87.988,2010,Slovakia,Slovak,Traditional,Female,1,4,1,0,16.0,0,0,0,1,0,0,0,1,0,0
Tyolki ellaa,Kuunkuiskaajat,0.575,0.492,9,-5.809,0,0.0419,0.773,0.0,0.0569,0.804,110.174,2010,Finland,Finnish,Traditional,Female,2,0,2,1,11.0,0,0,0,1,0,0,0,1,0,0
What For?,Yarn,0.637,0.638,0,-10.115,1,0.0278,0.0625,8.71e-05,0.101,0.64,95.267,2010,Latvia,English,Ballad,Female,1,0,4,0,17.0,1,0,0,1,0,0,1,0,0,0
Ovo je Balkan,Milan Stankovic,0.809,0.658,7,-10.371,0,0.0602,0.108,1.67e-05,0.592,0.967,105.028,2010,Serbia,Serbian,Pop,Male,1,2,2,0,5.0,0,0,1,0,1,0,0,0,0,1
Thunder and Lightning,Vo Williams,0.582,0.91,2,-7.792,1,0.0711,0.0502,0.0,0.108,0.364,159.998,2010,Bosnia and Herzegovina,English,Rock,Male,1,0,5,0,8.0,1,0,1,0,0,1,0,0,0,1
Legenda,Rio Da Yung Og,0.849,0.329,1,-11.032,1,0.131,0.0326,0.0,0.221,0.43,96.528,2010,Poland,"English,ï¿½Polish",Ballad,Male,1,2,3,0,13.0,0,1,1,0,0,0,1,0,0,0
Me and My Guitar,A Boogie Wit da Hoodie,0.644,0.587,7,-6.736,0,0.353,0.473,0.0,0.0759,0.68,173.972,2010,Belgium,English,Pop,Male,1,0,0,0,1.0,1,0,1,0,1,0,0,0,0,1
My Dream,NACHERRY,0.566,0.898,5,-3.315,1,0.0659,0.0803,0.0,0.334,0.747,89.451,2010,Malta,English,Ballad,Female,1,1,3,0,12.0,1,0,0,1,0,0,1,0,0,0
It's All About You,Randall Peterson,0.455,0.0249,3,-24.569,1,0.065,0.994,0.955,0.0991,0.194,93.838,2010,Albania,English,Pop,Female,1,0,3,1,6.0,1,0,0,1,1,0,0,0,0,1
OPA,Dillom,0.931,0.612,8,-5.446,0,0.194,0.125,4.09e-05,0.088,0.846,100.023,2010,Greece,Greek1,Pop,Male,1,0,4,0,2.0,0,0,1,0,1,0,0,0,0,1
Ha dias assim,Rádio Macau,0.537,0.709,4,-11.813,1,0.0481,0.0632,6.42e-06,0.209,0.533,126.447,2010,Portugal,Portuguese,Ballad,Female,1,0,3,1,4.0,0,0,0,1,0,0,1,0,0,1
Jas ja imam silata,Jassa Dhillon,0.663,0.801,9,-4.562,1,0.0408,0.575,0.0,0.146,0.343,74.979,2010,North Macedonia,Macedonian,Pop,Male,1,2,2,1,15.0,0,0,1,0,1,0,0,0,0,0
Butterflies,Piper Rockelle,0.798,0.629,11,-4.974,0,0.0399,0.00764,0.0411,0.072,0.333,100.955,2010,Belarus,English,Ballad,Mix,5,0,0,1,9.0,1,0,0,0,0,0,1,0,0,1
Je ne sais quoi,ODD EYE CIRCLE (ARTMS),0.621,0.787,6,-4.783,0,0.0747,0.115,0.0,0.0719,0.65,115.005,2010,Iceland,English,Dance,Female,1,0,5,0,3.0,1,0,0,1,0,0,0,0,1,1
Eastern European Funk,InCulto,0.832,0.76,9,-6.558,1,0.0491,0.0328,0.0,0.183,0.932,133.962,2010,Lithuania,English,Dance,Male,5,0,0,0,12.0,1,0,1,0,0,0,0,0,1,0
Apricot Stone,Eva Rivas,0.595,0.671,11,-8.807,0,0.102,0.251,0.0,0.161,0.384,101.006,2010,Armenia,English,Pop,Female,1,1,3,1,6.0,1,0,0,1,1,0,0,0,0,1
Milim,Various Artists,0.551,0.49,10,-4.244,1,0.0279,0.48,0.0364,0.4,0.657,109.959,2010,Israel,Hebrew,Ballad,Male,1,0,2,1,8.0,0,0,1,0,0,0,1,0,0,1
In a Moment Like This,Chanée & n'evergreen,0.659,0.767,6,-5.306,1,0.0279,0.277,0.0,0.0985,0.393,95.036,2010,Denmark,English,Pop,Mix,2,0,4,0,5.0,1,0,0,0,1,0,0,0,0,1
Il pleut de l'or,SOLEIL ROUGE,0.803,0.597,0,-4.96,1,0.0779,0.0453,0.035,0.0628,0.386,116.051,2010,Switzerland,French,Pop,Male,1,0,3,1,17.0,0,0,1,0,1,0,0,0,0,0
This Is My Life,"HoneyLuv, Roland Clark",0.757,0.89,6,-7.594,0,0.0478,0.00201,0.0074,0.121,0.465,128.023,2010,Sweden,English,Pop,Female,1,0,5,0,11.0,1,0,0,1,1,0,0,0,0,0
Drip Drop,Tom D. Waters,0.167,0.999,10,-13.123,0,0.323,0.0824,0.984,0.788,0.0139,104.51,2010,Azerbaijan,English,Ballad,Female,1,1,3,0,2.0,1,0,0,1,0,0,1,0,0,1
Sweet People,ALYOSHA,0.634,0.407,4,-6.469,0,0.0397,0.718,1.02e-06,0.138,0.118,119.929,2010,Ukraine,English,Ballad,Female,1,0,0,0,7.0,1,0,0,1,0,0,1,0,0,1
Ik ben verliefd,#LikeMe Cast,0.721,0.499,9,-9.937,1,0.0352,0.55,0.0,0.134,0.662,120.992,2010,Netherlands,Dutch,Pop,Female,1,0,3,2,14.0,0,0,0,1,1,0,0,0,0,0
Playing with Fire,BLACKPINK,0.706,0.756,4,-4.405,0,0.0845,0.0392,0.0,0.18,0.676,97.098,2010,Romania,English,Pop,Mix,2,0,4,0,4.0,1,0,0,0,1,0,0,0,0,1
Narodnozabavni rock,Djordje Balasevic,0.607,0.54,9,-7.559,0,0.0308,0.594,0.0,0.0836,0.442,98.667,2010,Slovenia,Slovene,Rock,Mix,2,0,0,4,16.0,0,0,0,0,0,1,0,0,0,0
It's for You,"Pat Metheny, Lyle Mays",0.253,0.302,1,-17.193,1,0.0395,0.865,0.686,0.0837,0.0879,109.125,2010,Ireland,English,Ballad,Female,1,0,4,0,9.0,1,0,0,1,0,0,1,0,0,1
Angel si ti,Toše Proeski,0.756,0.817,9,-5.207,0,0.0737,0.201,0.0,0.109,0.728,135.02,2010,Bulgaria,"Bulgarian, English",Pop,Male,1,4,0,0,15.0,0,1,1,0,1,0,0,0,0,0
Life Looks Better in Spring,The Islanders,0.544,0.544,0,-9.376,1,0.0327,0.201,0.0,0.151,0.443,151.996,2010,Cyprus,English,Pop,Male,1,0,2,3,10.0,1,0,1,0,1,0,0,0,0,1
Lako je sve,Prljavo Kazaliste,0.697,0.974,7,-7.901,1,0.0649,0.129,0.00215,0.217,0.0805,119.957,2010,Croatia,Croatian,Ballad,Female,3,2,0,0,13.0,0,0,0,1,0,0,1,0,0,0
Shine,Rihanna,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,2010,Georgia,English,Ballad,Female,1,3,2,0,3.0,1,0,0,1,0,0,1,0,0,1
We Could Be the Same,maNga,0.661,0.887,2,-4.258,0,0.0413,0.0388,0.0,0.0441,0.745,133.018,2010,Turkey,English,Rock,Male,1,0,0,4,1.0,1,0,1,0,0,1,0,0,0,1
Aven Romale,Gipsy.cz,0.795,0.838,10,-6.972,0,0.464,0.196,2.91e-06,0.235,0.687,154.161,2009,Czech Republic,"English,ï¿½Romani",Traditional,Male,1,0,0,5,18.0,0,1,1,0,0,0,0,1,0,0
Copycat,Billie Eilish,0.679,0.388,4,-10.977,0,0.0932,0.353,9.25e-05,0.341,0.234,124.909,2009,Belgium,English,Pop,Male,1,0,2,2,17.0,1,0,1,0,1,0,0,0,0,0
Eyes That Never Lie,Petr Elfimov,0.389,0.902,2,-3.951,0,0.05,0.00397,0.0,0.342,0.256,137.85,2009,Belarus,English,Rock,Male,1,1,2,1,13.0,1,0,1,0,0,1,0,0,0,0
La voix,BOLEMVN,0.78,0.525,10,-10.23,0,0.326,0.543,0.000156,0.0656,0.776,120.055,2009,Sweden,"French, English",Traditional,Female,1,5,0,0,4.0,0,1,0,1,0,0,0,1,0,1
Jan Jan,Tatev Asatryan,0.622,0.917,2,-4.711,1,0.0658,0.173,0.0,0.232,0.894,185.984,2009,Armenia,"English,ï¿½Armenian",Traditional,Female,2,4,0,0,5.0,0,1,0,1,0,0,0,1,0,1
La teva decisio (Get a Life),Susanne Georgi,0.768,0.402,2,-15.591,1,0.0514,0.068,0.000723,0.0973,0.924,132.976,2009,Andorra,"Catalan, English",Pop,Female,1,0,2,2,15.0,0,1,0,1,1,0,0,0,0,0
The Highest Heights,Lovebugs,0.466,0.927,2,-4.381,0,0.0405,0.00764,0.0299,0.376,0.289,117.943,2009,Switzerland,English,Rock,Male,1,0,0,4,14.0,1,0,1,0,0,1,0,0,0,0
Dum Tek Tek,Hadise,0.747,0.967,5,-3.691,1,0.0561,0.133,2.54e-05,0.0831,0.874,115.021,2009,Turkey,English,Dance,Female,1,2,2,0,2.0,1,0,0,1,0,0,0,0,1,1
There Must Be Another Way,Iasmin Hallac,0.581,0.481,0,-10.045,1,0.0278,0.72,0.00487,0.0964,0.454,134.007,2009,Israel,"English,ï¿½Hebrew,ï¿½Arabic",Pop,Female,2,0,0,3,7.0,0,1,0,1,1,0,0,0,0,1
Illusion,Austin Moon,0.684,0.847,3,-5.575,0,0.0386,0.0334,0.0,0.192,0.931,116.029,2009,Bulgaria,English,Dance,Mix,4,2,0,0,16.0,1,0,0,0,0,0,0,0,1,0
Is It True?,Tame Impala,0.731,0.664,0,-5.474,1,0.0302,0.00307,0.35,0.133,0.661,118.018,2009,Iceland,English,Ballad,Female,1,0,3,2,1.0,1,0,0,1,0,0,1,0,0,1
Nesto sto kje ostane,"Stoja, Grand Production",0.771,0.643,5,-7.692,0,0.0363,0.018,0.0,0.0914,0.829,130.042,2009,North Macedonia,Macedonian,Rock,Male,1,0,0,5,10.0,0,0,1,0,0,1,0,0,0,1
The Balkan Girls,Elena,0.717,0.855,5,-4.474,1,0.0302,0.0215,0.000232,0.0466,0.634,130.093,2009,Romania,English,Dance,Female,1,4,0,0,9.0,1,0,0,1,0,0,0,0,1,1
Lose Control,Teddy Swims,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,2009,Finland,English,Pop,Male,1,2,3,0,12.0,1,0,1,0,1,0,0,0,0,0
Todas as ruas do amor,Flor-de-Lis,0.589,0.614,7,-6.346,1,0.0398,0.36,0.0,0.113,0.413,96.997,2009,Portugal,Portuguese,Traditional,Female,1,0,0,5,8.0,0,0,0,1,0,0,0,1,0,1
What If We,Steve Murillo,0.635,0.478,7,-8.939,1,0.0565,0.24,6.88e-05,0.26,0.597,114.978,2009,Malta,English,Ballad,Female,1,0,0,0,6.0,1,0,0,1,0,0,1,0,0,1
Bistra voda,Leb I Sol,0.488,0.407,0,-10.603,1,0.0316,0.268,0.634,0.261,0.0466,83.94,2009,Bosnia and Herzegovina,Bosnian,Ballad,Male,1,0,0,5,3.0,0,0,1,0,0,0,1,0,0,1
Lijepa Tena,Razni Izvođači,0.585,0.694,1,-4.103,0,0.0312,0.555,9.63e-05,0.0771,0.427,116.104,2009,Croatia,Croatian,Ballad,Mix,2,0,4,0,13.0,0,0,0,0,0,0,1,0,0,0
Et Cetera,Looni,0.794,0.607,1,-5.317,1,0.197,0.0389,2.85e-05,0.112,0.275,148.076,2009,Ireland,English,Rock,Female,1,0,0,3,11.0,1,0,0,1,0,1,0,0,0,0
Probka,Mirfərid Zirəli,0.853,0.915,5,-5.549,1,0.0947,0.719,3.32e-05,0.143,0.962,111.072,2009,Latvia,Russian,Pop,Mix,3,0,0,3,19.0,0,0,0,0,1,0,0,0,0,0
Cipela,"Milan Nikolić, Balkan Beat Orchestra, Grand Production",0.821,0.959,1,-2.331,1,0.0752,0.0161,0.0035,0.0909,0.897,140.039,2009,Serbia,Serbian,Traditional,Male,1,4,0,1,10.0,0,0,1,0,0,0,0,1,0,1
I Don't Wanna Leave,RÜFÜS DU SOL,0.528,0.608,2,-7.071,0,0.0283,0.0364,0.0194,0.112,0.0946,144.973,2009,Poland,English,Ballad,Female,1,2,3,0,12.0,1,0,0,1,0,0,1,0,0,0
Fairytale,Alexander Rybak,0.573,0.784,2,-5.359,0,0.0293,0.61,3.89e-05,0.278,0.655,107.991,2009,Norway,English,Traditional,Male,1,3,2,0,1.0,1,0,1,0,0,0,0,1,0,1
Firefly,Owl City,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,2009,Cyprus,English,Ballad,Female,1,0,5,0,14.0,1,0,0,1,0,0,1,0,0,0
Le? tmou,"Boulevard Pacific, Thomas Darelid, Henrik Janson",0.678,0.402,1,-13.008,1,0.0432,0.853,0.869,0.131,0.417,79.963,2009,Slovakia,Slovak,Ballad,Mix,2,0,0,2,18.0,0,0,0,0,0,0,1,0,0,0
Believe Again,Saint Aqours Snow,0.489,0.907,8,-5.214,1,0.0684,0.00017,0.0,0.205,0.465,140.036,2009,Denmark,English,Rock,Male,1,0,0,5,8.0,1,0,1,0,0,1,0,0,0,1
Love Symphony,John Williams,0.225,0.306,2,-16.153,0,0.0398,0.584,0.859,0.106,0.0537,92.732,2009,Slovenia,"English,ï¿½Slovene",Pop,Female,1,0,0,4,16.0,0,1,0,1,1,0,0,0,0,0
Dance with Me,"CORBAL, Shiloh Dynasty, itssvd",0.593,0.275,6,-15.25,0,0.0638,0.816,0.0115,0.108,0.363,114.82,2009,Hungary,English,Pop,Male,1,3,2,0,15.0,1,0,1,0,1,0,0,0,0,0
Always,Daniel Caesar,0.603,0.441,9,-8.178,1,0.0518,0.692,1.46e-06,0.105,0.167,136.137,2009,Azerbaijan,English,Pop,Mix,2,3,0,0,2.0,1,0,0,0,1,0,0,0,0,1
This Is Our Night,Julee Cruise,0.527,0.256,6,-16.122,0,0.0457,0.741,0.0068,0.0893,0.188,144.336,2009,Greece,English,Dance,Male,1,4,0,0,4.0,1,0,1,0,0,0,0,0,1,1
Love,Keyshia Cole,0.688,0.519,5,-4.285,1,0.0283,0.064,0.0,0.1,0.318,116.714,2009,Lithuania,"English, Russian",Ballad,Male,1,0,3,1,9.0,0,1,1,0,0,0,1,0,0,1
Hora din Moldova,Formatia Diamond Galati,0.498,0.693,3,-10.311,0,0.239,0.349,0.0,0.584,0.681,180.336,2009,Moldova,"Romanian, English",Traditional,Female,1,4,1,0,5.0,0,1,0,1,0,0,0,1,0,1
Carry Me in Your Dreams,Kejsi Tola,0.683,0.665,8,-8.405,0,0.0499,0.00287,0.0,0.0839,0.667,127.968,2009,Albania,English,Dance,Female,1,3,2,0,7.0,1,0,0,1,0,0,0,0,1,1
Be My Valentine! (Anti-Crisis Girl),Jack Hartmann,0.65,0.855,1,-7.344,0,0.0349,0.0735,0.0,0.0811,0.744,105.006,2009,Ukraine,English,Pop,Female,1,5,0,0,6.0,1,0,0,1,1,0,0,0,0,1
Randajad,Urban Symphony,0.687,0.716,5,-5.997,0,0.0447,0.0318,0.0,0.329,0.642,123.905,2009,Estonia,Estonian,Ballad,Female,1,0,2,3,3.0,0,0,0,1,0,0,1,0,0,1
Shine,Rihanna,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,2009,Netherlands,English,Pop,Male,3,0,3,0,17.0,1,0,1,0,1,0,0,0,0,0
